,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
JMS.AX,multipleSymbols,JMS.AX,4,2,-1,-0.499999999999998,-0.499999999999998,0,-0.999999999999995,0,-0.999999999999995,0.707106781186544,0.499999999999998,0,50,0,NA,NA,-0.999999999999995,-0.999999999999995,-0.499999999999998,-0.499999999999998,0.707106781186544,0.499999999999998,-11.2249721603218,-5,-0.2,NA,NA,2,-3,-1
JRL.AX,multipleSymbols,JRL.AX,6,3,80.5,26.8333333333333,-6.49999999999999,96,-9,96,-15.5,59.9131315600623,34.5908626341954,33.3333333333333,66.6666666666667,6.19354838709677,96,96,-7.75,-7.75,26.8333333333333,-6.49999999999999,59.9131315600623,34.5908626341954,7.10972619841065,-71,1.13380281690141,12.3870967741935,12.3870967741935,144.5,-19,80.5
JRV.AX,multipleSymbols,JRV.AX,10,5,5.5,1.1,1.5,13,-11,24,-18.5,10.4007211288449,4.65134389182309,60,40,1.2972972972973,8,9.5,-9.25,-9.25,1.1,1.5,10.4007211288449,4.65134389182309,1.67891807084397,-18.5,0.297297297297297,0.864864864864865,1.02702702702703,18,-4.00000000000001,5.5
JYC.AX,multipleSymbols,JYC.AX,8,4,-36,-8.99999999999999,-18,32,-32,32,-68,29.0631496343164,14.5315748171582,25,75,0.470588235294118,32,32,-22.6666666666667,-27,-8.99999999999999,-18,29.0631496343164,14.5315748171582,-4.91586674517867,-82,-0.439024390243902,1.41176470588235,1.18518518518519,46,-38,-36
K2F.AX,multipleSymbols,K2F.AX,2,1,-19.5,-19.5,-19.5,0,-19.5,0,-19.5,NA,NA,0,100,0,NA,NA,-19.5,-19.5,-19.5,-19.5,NA,NA,NA,-23,-0.847826086956522,NA,NA,0,-23,-19.5
KAR.AX,multipleSymbols,KAR.AX,8,4,-55,-13.75,-4.25,4,-50.5,4,-59,24.8277398622321,12.413869931116,25,75,0.0677966101694916,4,4,-19.6666666666667,-5.49999999999999,-13.75,-4.25,24.8277398622321,12.413869931116,-8.79155671736628,-76,-0.723684210526316,0.203389830508475,0.727272727272729,13.5,-62.5,-55
KCN.AX,multipleSymbols,KCN.AX,2,1,-2.5,-2.49999999999999,-2.49999999999999,0,-2.49999999999999,0,-2.49999999999999,NA,NA,0,100,0,NA,NA,-2.49999999999999,-2.49999999999999,-2.49999999999999,-2.49999999999999,NA,NA,NA,-10.5,-0.238095238095238,NA,NA,8,-2.5,-2.5
KGL.AX,multipleSymbols,KGL.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-7,0,NA,NA,2,-7,0
KGN.AX,multipleSymbols,KGN.AX,2,1,181,181,181,181,0,181,0,NA,NA,100,0,NA,181,181,NA,NA,181,181,NA,NA,NA,-83,2.18072289156627,NA,NA,217,-16,181
KMD.AX,multipleSymbols,KMD.AX,10,5,-99.7617,-19.95234,-5.50000000000002,25,-98.3771,25,-124.7617,46.7937131573035,20.9267847078714,20,80,0.200382008260548,25,25,-31.190425,-12.9423,-19.95234,-5.50000000000002,46.7937131573035,20.9267847078714,-6.7687207727691,-115.8771,-0.860926792265253,0.801528033042192,1.93165047943565,12.6154,-103.2617,-99.7617
KME.AX,multipleSymbols,KME.AX,8,4,-15,-3.75,-2.75,0,-9,0,-15,3.66287682930598,1.83143841465299,0,100,0,NA,NA,-3.75,-2.75,-3.75,-2.75,3.66287682930598,1.83143841465299,-16.2520901665788,-15.5,-0.967741935483871,NA,NA,0.500000000000007,-15,-15
KOV.AX,multipleSymbols,KOV.AX,4,2,88.0000000000001,44,44,64.0000000000001,0,88.0000000000001,0,28.2842712474619,20,100,0,NA,44,44,NA,NA,44,44,28.2842712474619,20,24.694938752708,-58.9999999999999,1.49152542372882,NA,NA,147,0,88.0000000000001
KPG.AX,multipleSymbols,KPG.AX,12,6,87,14.5,30.25,49.5,-88,175,-88,51.1057726680656,20.8638443245726,83.3333333333333,16.6666666666667,1.98863636363636,35,31.5,-88,-88,14.5,30.25,51.1057726680656,20.8638443245726,4.5039992949065,-120,0.725,0.397727272727273,0.357954545454545,184,0,87
KSC.AX,multipleSymbols,KSC.AX,4,2,-2,-1,-1,7.00000000000001,-9.00000000000001,7.00000000000001,-9.00000000000001,11.3137084989848,8.00000000000001,50,50,0.777777777777778,7.00000000000001,7.00000000000001,-9.00000000000001,-9.00000000000001,-1,-1,11.3137084989848,8.00000000000001,-1.40312152004023,-14.5,-0.137931034482759,0.777777777777778,0.777777777777778,5,-9.5,-2
KSL.AX,multipleSymbols,KSL.AX,2,1,3.5,3.49999999999999,3.49999999999999,3.49999999999999,0,3.49999999999999,0,NA,NA,100,0,NA,3.49999999999999,3.49999999999999,NA,NA,3.49999999999999,3.49999999999999,NA,NA,NA,-16,0.21875,NA,NA,14,-2,3.5
KSS.AX,multipleSymbols,KSS.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-10,-0.05,NA,NA,5.5,-4.5,-0.5
KTG.AX,multipleSymbols,KTG.AX,2,1,-1.5,-1.5,-1.5,0,-1.5,0,-1.5,NA,NA,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,NA,NA,NA,-7.99999999999999,-0.1875,NA,NA,4.49999999999999,-3.5,-1.5
KZA.AX,multipleSymbols,KZA.AX,6,3,-28,-9.33333333333333,-10.5,0,-11.5,0,-28,2.92973263854115,1.69148192751537,0,100,0,NA,NA,-9.33333333333333,-10.5,-9.33333333333333,-10.5,2.92973263854115,1.69148192751537,-50.5718752184137,-53,-0.528301886792453,NA,NA,20,-33,-28
KZR.AX,multipleSymbols,KZR.AX,4,2,7,3.5,3.5,10,-3,10,-3,9.19238815542511,6.5,50,50,3.33333333333334,10,10,-3,-3,3.5,3.5,9.19238815542511,6.5,6.04421577863483,-16,0.4375,3.33333333333334,3.33333333333334,16,-3,7
LAM.AX,multipleSymbols,LAM.AX,4,2,-4.5,-2.25,-2.25,0,-4.5,0,-4.5,3.18198051533947,2.25,0,50,0,NA,NA,-4.5,-4.5,-2.25,-2.25,3.18198051533947,2.25,-11.2249721603218,-20,-0.225,NA,NA,6,-14,-4.5
LAU.AX,multipleSymbols,LAU.AX,3,1,-2.00000000000001,2.49999999999999,2.49999999999999,2.49999999999999,0,2.49999999999999,0,NA,NA,100,0,NA,2.49999999999999,2.49999999999999,NA,NA,2.49999999999999,2.49999999999999,NA,NA,NA,-7.5,-0.266666666666669,NA,NA,5.49999999999999,-2.00000000000001,-2.00000000000001
LBL.AX,multipleSymbols,LBL.AX,8,4,17.5,4.375,2.5,17,-4.5,22,-4.5,9.18672048847321,4.5933602442366,75,25,4.88888888888888,7.33333333333333,4.5,-4.5,-4.5,4.375,2.5,9.18672048847321,4.5933602442366,7.55993088094791,-21.5,0.813953488372093,1.62962962962963,0.999999999999999,36,-7,17.5
LGP.AX,multipleSymbols,LGP.AX,2,1,6.5,6.50000000000001,6.50000000000001,6.50000000000001,0,6.50000000000001,0,NA,NA,100,0,NA,6.50000000000001,6.50000000000001,NA,NA,6.50000000000001,6.50000000000001,NA,NA,NA,-6,1.08333333333333,NA,NA,8,-2.5,6.5
LKE.AX,multipleSymbols,LKE.AX,6,3,117,39,32,87.5,-2.5,119.5,-2.5,45.4064973324303,26.2154534578367,66.6666666666667,33.3333333333333,47.8,59.75,59.75,-2.5,-2.5,39,32,45.4064973324303,26.2154534578367,13.6347404702132,-61,1.91803278688524,23.9,23.9,133,-6.99999999999999,117
LLO.AX,multipleSymbols,LLO.AX,12,6,-88,-14.6666666666667,-2.5,22,-69.5,22,-110,32.2330058583848,13.1590695381973,16.6666666666667,83.3333333333333,0.2,22,22,-22,-3,-14.6666666666667,-2.5,32.2330058583848,13.1590695381973,-7.22322070726516,-163,-0.539877300613497,0.999999999999999,7.33333333333332,33,-130,-88
LNG.AX,multipleSymbols,LNG.AX,10,5,-8.50000000000001,-1.7,-4,24.5,-31.5,32,-40.5,20.4652143892997,9.1523221097162,40,60,0.790123456790123,16,16,-13.5,-5,-1.7,-4,20.4652143892997,9.1523221097162,-1.31866018403252,-57,-0.149122807017544,1.18518518518519,3.2,48.5,-8.50000000000001,-8.50000000000001
LOT.AX,multipleSymbols,LOT.AX,2,1,2.5,2.5,2.5,2.5,0,2.5,0,NA,NA,100,0,NA,2.5,2.5,NA,NA,2.5,2.5,NA,NA,NA,-4,0.625,NA,NA,2.5,-4,2.5
LPI.AX,multipleSymbols,LPI.AX,2,1,21,21,21,21,0,21,0,NA,NA,100,0,NA,21,21,NA,NA,21,21,NA,NA,NA,-25.5,0.823529411764706,NA,NA,33,-2.5,21
LRK.AX,multipleSymbols,LRK.AX,8,4,187.5,46.875,13.25,161,0,187.5,0,76.8899375731311,38.4449687865656,75,0,NA,62.5,24.5,NA,NA,46.875,13.25,76.8899375731311,38.4449687865656,9.67769749493132,-39,4.80769230769231,NA,NA,226.5,-33.0004,187.5
LRT.AX,multipleSymbols,LRT.AX,4,2,6,3,3,4,0,6.00000000000001,0,1.4142135623731,1,100,0,NA,3,3,NA,NA,3,3,1.4142135623731,1,33.6749164809655,-13,0.461538461538462,NA,NA,15.5,-12.5,6
LSF.AX,multipleSymbols,LSF.AX,4,2,5.99999999999997,2.99999999999998,2.99999999999998,8.99999999999999,-3.00000000000002,8.99999999999999,-3.00000000000002,8.48528137423858,6.00000000000001,50,50,2.99999999999997,8.99999999999999,8.99999999999999,-3.00000000000002,-3.00000000000002,2.99999999999998,2.99999999999998,8.48528137423858,6.00000000000001,5.61248608016087,-15,0.399999999999997,2.99999999999997,2.99999999999997,18,0,5.99999999999997
LTR.AX,multipleSymbols,LTR.AX,8,4,-12,-3,-2.5,24.5,-31.5,24.5,-36.5,22.9019649811976,11.4509824905988,25,75,0.671232876712328,24.5,24.5,-12.1666666666667,-4,-3,-2.5,22.9019649811976,11.4509824905988,-2.07945141992233,-57,-0.210526315789474,2.01369863013699,6.12499999999999,45,-12,-12
LV1.AX,multipleSymbols,LV1.AX,2,1,-7,-6.99999999999999,-6.99999999999999,0,-6.99999999999999,0,-6.99999999999999,NA,NA,0,100,0,NA,NA,-6.99999999999999,-6.99999999999999,-6.99999999999999,-6.99999999999999,NA,NA,NA,-7.5,-0.933333333333333,NA,NA,0.5,-7,-7
LVT.AX,multipleSymbols,LVT.AX,2,1,5.99999999999999,5.99999999999999,5.99999999999999,5.99999999999999,0,5.99999999999999,0,NA,NA,100,0,NA,5.99999999999999,5.99999999999999,NA,NA,5.99999999999999,5.99999999999999,NA,NA,NA,-14.5,0.413793103448275,NA,NA,20.5,0,5.99999999999999
LYC.AX,multipleSymbols,LYC.AX,2,1,14.0000000000001,14.0000000000001,14.0000000000001,14.0000000000001,0,14.0000000000001,0,NA,NA,100,0,NA,14.0000000000001,14.0000000000001,NA,NA,14.0000000000001,14.0000000000001,NA,NA,NA,-78,0.17948717948718,NA,NA,67.0000000000001,-10.9999999999999,14.0000000000001
M7T.AX,multipleSymbols,M7T.AX,2,1,4.71639999999999,4.7164,4.7164,4.7164,0,4.7164,0,NA,NA,100,0,NA,4.7164,4.7164,NA,NA,4.7164,4.7164,NA,NA,NA,-15.214,0.310003943736032,NA,NA,17.5,-1.5,4.71639999999999
MAD.AX,multipleSymbols,MAD.AX,4,2,53.0000000000001,26.5,26.5,49,0,53,0,31.8198051533947,22.5,100,0,NA,26.5,26.5,NA,NA,26.5,26.5,31.8198051533947,22.5,13.2205227666013,-49.5,1.07070707070707,NA,NA,70.0000000000001,-30.5,53.0000000000001
MAI.AX,multipleSymbols,MAI.AX,2,1,16,16,16,16,0,16,0,NA,NA,100,0,NA,16,16,NA,NA,16,16,NA,NA,NA,-7.99999999999999,2,NA,NA,17,0,16
MAM.AX,multipleSymbols,MAM.AX,2,1,-3.49999999999999,-3.49999999999999,-3.49999999999999,0,-3.49999999999999,0,-3.49999999999999,NA,NA,0,100,0,NA,NA,-3.49999999999999,-3.49999999999999,-3.49999999999999,-3.49999999999999,NA,NA,NA,-10,-0.349999999999999,NA,NA,2.00000000000001,-7.99999999999999,-3.49999999999999
MAU.AX,multipleSymbols,MAU.AX,4,2,-2,-0.999999999999998,-0.999999999999998,0,-2,0,-2,1.41421356237309,0.999999999999998,0,50,0,NA,NA,-2,-2,-0.999999999999998,-0.999999999999998,1.41421356237309,0.999999999999998,-11.2249721603218,-3,-0.666666666666667,NA,NA,0,-3,-2
MBH.AX,multipleSymbols,MBH.AX,4,2,8.37899999999999,4.1895,4.1895,7.379,0,8.379,0,4.51063415718899,3.1895,100,0,NA,4.1895,4.1895,NA,NA,4.1895,4.1895,4.51063415718899,3.1895,14.7443238330987,-27.0561,0.309689866610487,NA,NA,29.5158,0,8.37899999999999
MCM.AX,multipleSymbols,MCM.AX,2,1,-61.5302,-61.5302,-61.5302,0,-61.5302,0,-61.5302,NA,NA,0,100,0,NA,NA,-61.5302,-61.5302,-61.5302,-61.5302,NA,NA,NA,-61.5302,-1,NA,NA,0,-61.5302,-61.5302
MCP.AX,multipleSymbols,MCP.AX,8,4,-45,-11.25,-11,7.00000000000003,-30,7.00000000000003,-52,15.1299922890485,7.56499614452426,25,75,0.134615384615385,7.00000000000003,7.00000000000003,-17.3333333333333,-12,-11.25,-11,15.1299922890485,7.56499614452426,-11.8035891945647,-66,-0.681818181818182,0.403846153846155,0.583333333333335,18,-48,-45
MCR.AX,multipleSymbols,MCR.AX,14,7,0.499999999999957,0.0714285714285646,0.5,45.5,-43,52.5,-52,25.7688904356729,9.73972509355163,57.1428571428571,42.8571428571429,1.00961538461538,13.125,3.24999999999999,-17.3333333333333,-4.50000000000002,0.0714285714285646,0.5,25.7688904356729,9.73972509355163,0.0440024153099693,-51,0.00980392156862662,0.757211538461538,0.722222222222217,48.4999999999999,-6.50000000000003,0.499999999999957
MCY.AX,multipleSymbols,MCY.AX,4,2,73.9999999999999,37,37,47,0,73.9999999999999,0,14.142135623731,10,100,0,NA,37,37,NA,NA,37,37,14.142135623731,10,41.5323969931907,-38,1.94736842105263,NA,NA,78.9999999999999,-1.00000000000011,73.9999999999999
MDI.AX,multipleSymbols,MDI.AX,2,1,9.2001,9.2001,9.2001,9.2001,0,9.2001,0,NA,NA,100,0,NA,9.2001,9.2001,NA,NA,9.2001,9.2001,NA,NA,NA,-4.6,2.00002173913043,NA,NA,11.5001,-2.3,9.2001
MDR.AX,multipleSymbols,MDR.AX,2,1,-1.38,-1.38,-1.38,0,-1.38,0,-1.38,NA,NA,0,100,0,NA,NA,-1.38,-1.38,-1.38,-1.38,NA,NA,NA,-5.52,-0.250000000000001,NA,NA,2.76,-2.76,-1.38
MEA.AX,multipleSymbols,MEA.AX,2,1,0.5,0.5,0.5,0.5,0,0.5,0,NA,NA,100,0,NA,0.5,0.5,NA,NA,0.5,0.5,NA,NA,NA,-3.5,0.142857142857143,NA,NA,0.5,-3.5,0.5
MEY.AX,multipleSymbols,MEY.AX,2,1,1.5,1.5,1.5,1.5,0,1.5,0,NA,NA,100,0,NA,1.5,1.5,NA,NA,1.5,1.5,NA,NA,NA,-4.5,0.333333333333333,NA,NA,2,-2.5,1.5
MFD.AX,multipleSymbols,MFD.AX,6,3,-27.5,-9.16666666666666,-7.99999999999998,0,-17,0,-27.5,7.32006375199925,4.22624077770199,0,100,0,NA,NA,-9.16666666666666,-7.99999999999998,-9.16666666666666,-7.99999999999998,7.32006375199925,4.22624077770199,-19.8791058436901,-30.5,-0.901639344262295,NA,NA,3,-27.5,-27.5
MFF.AX,multipleSymbols,MFF.AX,6,3,56.8,18.9333333333333,2,59.8,-5.00000000000003,61.8,-5.00000000000003,35.5642142234766,20.5330086554417,66.6666666666667,33.3333333333333,12.3599999999999,30.9,30.9,-5.00000000000003,-5.00000000000003,18.9333333333333,2,35.5642142234766,20.5330086554417,8.45111738019321,-26,2.18461538461538,6.17999999999997,6.17999999999997,68.8,-10,56.8
MGR.AX,multipleSymbols,MGR.AX,12,6,15,2.50000000000001,-2.99999999999998,29,-10,36,-21,14.1668627437411,5.7835974963685,33.3333333333333,66.6666666666667,1.71428571428572,18,18,-5.25,-5,2.50000000000001,-2.99999999999998,14.1668627437411,5.7835974963685,2.8013449684548,-29,0.517241379310345,3.42857142857143,3.6,39,-9,15
MGV.AX,multipleSymbols,MGV.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-16,-0.03125,NA,NA,13.5,-2.5,-0.5
MGX.AX,multipleSymbols,MGX.AX,8,4,11.5,2.875,5,17.5,-16,28.5,-17,14.7330410981576,7.36652054907878,50,50,1.67647058823529,14.25,14.25,-8.5,-8.5,2.875,5,14.7330410981576,7.36652054907878,3.09774538819223,-16.5,0.696969696969697,1.67647058823529,1.67647058823529,27.5,-2,11.5
MHH.AX,multipleSymbols,MHH.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-9.5,-0.105263157894737,NA,NA,6.5,-3,-1
MIL.AX,multipleSymbols,MIL.AX,2,1,-9.5,-9.5,-9.5,0,-9.5,0,-9.5,NA,NA,0,100,0,NA,NA,-9.5,-9.5,-9.5,-9.5,NA,NA,NA,-14,-0.678571428571428,NA,NA,3.50000000000001,-10.5,-9.5
MIO.AX,multipleSymbols,MIO.AX,2,1,-7.00000000000001,-7.00000000000001,-7.00000000000001,0,-7.00000000000001,0,-7.00000000000001,NA,NA,0,100,0,NA,NA,-7.00000000000001,-7.00000000000001,-7.00000000000001,-7.00000000000001,NA,NA,NA,-17,-0.411764705882353,NA,NA,10,-7.00000000000001,-7.00000000000001
MIR.AX,multipleSymbols,MIR.AX,2,1,14,14,14,14,0,14,0,NA,NA,100,0,NA,14,14,NA,NA,14,14,NA,NA,NA,-22,0.636363636363636,NA,NA,25,-3,14
MLD.AX,multipleSymbols,MLD.AX,2,1,-0.5,-0.499999999999989,-0.499999999999989,0,-0.499999999999989,0,-0.499999999999989,NA,NA,0,100,0,NA,NA,-0.499999999999989,-0.499999999999989,-0.499999999999989,-0.499999999999989,NA,NA,NA,-2,-0.25,NA,NA,0,-2,-0.5
MLX.AX,multipleSymbols,MLX.AX,4,2,-8.6692,-4.3346,-4.3346,2,-10.6692,2,-10.6692,8.95847723220861,6.3346,50,50,0.187455479323661,2,2,-10.6692,-10.6692,-4.3346,-4.3346,8.95847723220861,6.3346,-7.68095291354323,-31.2932,-0.277031431748751,0.187455479323661,0.187455479323661,12.124,-19.1692,-8.6692
MML.AX,multipleSymbols,MML.AX,2,1,-7,-6.99999999999999,-6.99999999999999,0,-6.99999999999999,0,-6.99999999999999,NA,NA,0,100,0,NA,NA,-6.99999999999999,-6.99999999999999,-6.99999999999999,-6.99999999999999,NA,NA,NA,-15,-0.466666666666667,NA,NA,4,-11,-7
MMM.AX,multipleSymbols,MMM.AX,4,2,-23.9999999999999,-12,-12,62,-86,62,-86,104.651803615609,74,50,50,0.72093023255814,62,62,-86,-86,-12,-12,104.651803615609,74,-1.82026575572786,-119,-0.201680672268907,0.72093023255814,0.72093023255814,82,-37,-23.9999999999999
MNY.AX,multipleSymbols,MNY.AX,4,2,4,1.99999999999999,1.99999999999999,5.99999999999998,-2,5.99999999999998,-2,5.65685424949237,3.99999999999999,50,50,2.99999999999999,5.99999999999998,5.99999999999998,-2,-2,1.99999999999999,1.99999999999999,5.65685424949237,3.99999999999999,5.6124860801609,-10,0.4,2.99999999999999,2.99999999999999,10,-4,4
MOC.AX,multipleSymbols,MOC.AX,2,1,-47,-47,-47,0,-47,0,-47,NA,NA,0,100,0,NA,NA,-47,-47,-47,-47,NA,NA,NA,-53.5,-0.878504672897196,NA,NA,6.5,-47,-47
MOT.AX,multipleSymbols,MOT.AX,2,1,2,2,2,2,0,2,0,NA,NA,100,0,NA,2,2,NA,NA,2,2,NA,NA,NA,-2.99999999999997,0.666666666666673,NA,NA,2.99999999999997,0,2
MOZ.AX,multipleSymbols,MOZ.AX,6,3,62,20.6666666666667,23,27,0,62,0,7.76745346515402,4.48454134902457,100,0,NA,20.6666666666667,23,NA,NA,20.6666666666667,23,7.76745346515402,4.48454134902457,42.2369009410607,-35,1.77142857142857,NA,NA,74,-4.99999999999997,62
MP1.AX,multipleSymbols,MP1.AX,4,2,-52,-26,-26,0,-31,0,-52,7.07106781186548,5,0,100,0,NA,NA,-26,-26,-26,-26,7.07106781186548,5,-58.3698552336734,-86,-0.604651162790698,NA,NA,17,-69,-52
MPL.AX,multipleSymbols,MPL.AX,4,2,-37,-18.5,-18.5,8.00000000000001,-45,8.00000000000001,-45,37.476659402887,26.5,50,50,0.177777777777778,8.00000000000001,8.00000000000001,-45,-45,-18.5,-18.5,37.476659402887,26.5,-7.83630131946995,-57,-0.649122807017544,0.177777777777778,0.177777777777778,0,-57,-37
MRC.AX,multipleSymbols,MRC.AX,2,1,-2.5,-2.5,-2.5,0,-2.5,0,-2.5,NA,NA,0,100,0,NA,NA,-2.5,-2.5,-2.5,-2.5,NA,NA,NA,-7.5,-0.333333333333333,NA,NA,2.5,-5,-2.5
MRM.AX,multipleSymbols,MRM.AX,4,2,-5.49999999999999,-2.75,-2.75,4.5,-10,4.5,-10,10.2530483272049,7.25,50,50,0.45,4.5,4.5,-10,-10,-2.75,-2.75,10.2530483272049,7.25,-4.25774806081172,-16,-0.34375,0.45,0.45,7.50000000000001,-8.49999999999999,-5.49999999999999
MRZ.AX,multipleSymbols,MRZ.AX,2,1,-2.5,-2.5,-2.5,0,-2.5,0,-2.5,NA,NA,0,100,0,NA,NA,-2.5,-2.5,-2.5,-2.5,NA,NA,NA,-11.5,-0.217391304347826,NA,NA,4,-7.5,-2.5
MSB.AX,multipleSymbols,MSB.AX,4,2,87,43.5,43.5,87,0,87,0,61.5182899632296,43.5,50,0,NA,87,87,NA,NA,43.5,43.5,61.5182899632296,43.5,11.2249721603218,-20,4.35,NA,NA,107,0,87
MSV.AX,multipleSymbols,MSV.AX,2,1,5,5,5,5,0,5,0,NA,NA,100,0,NA,5,5,NA,NA,5,5,NA,NA,NA,-5,1,NA,NA,5,-2,5
MTO.AX,multipleSymbols,MTO.AX,4,2,10,5,5,17,-6.99999999999998,17,-6.99999999999998,16.9705627484771,12,50,50,2.42857142857143,17,17,-6.99999999999998,-6.99999999999998,5,5,16.9705627484771,12,4.67707173346743,-30,0.333333333333333,2.42857142857143,2.42857142857143,21,-29,10
MTS.AX,multipleSymbols,MTS.AX,4,2,14,7.00000000000001,7.00000000000001,18,-4,18,-4,15.5563491861041,11,50,50,4.5,18,18,-4,-4,7.00000000000001,7.00000000000001,15.5563491861041,11,7.14316410202298,-50.0000000000001,0.28,4.5,4.5,35,-15.0000000000001,14
MVF.AX,multipleSymbols,MVF.AX,4,2,4.99999999999997,2.49999999999999,2.49999999999999,2.99999999999998,0,4.99999999999998,0,0.707106781186532,0.499999999999989,100,0,NA,2.49999999999999,2.49999999999999,NA,NA,2.49999999999999,2.49999999999999,0.707106781186532,0.499999999999989,56.1248608016101,-7.50000000000001,0.666666666666662,NA,NA,4.99999999999997,-5.50000000000001,4.99999999999997
MWY.AX,multipleSymbols,MWY.AX,6,3,44,14.6666666666667,5,45,-5.99999999999996,50,-5.99999999999996,26.8390263112009,15.4955190655593,66.6666666666667,33.3333333333333,8.33333333333339,25,25,-5.99999999999996,-5.99999999999996,14.6666666666667,5,26.8390263112009,15.4955190655593,8.67490916675013,-20,2.2,4.1666666666667,4.1666666666667,55,-20,44
MX1.AX,multipleSymbols,MX1.AX,2,1,-4.5,-4.5,-4.5,0,-4.5,0,-4.5,NA,NA,0,100,0,NA,NA,-4.5,-4.5,-4.5,-4.5,NA,NA,NA,-7,-0.642857142857143,NA,NA,2.5,-4.5,-4.5
MXI.AX,multipleSymbols,MXI.AX,4,2,60.5,30.25,30.25,57.5,0,60.5,0,38.5373195746668,27.25,100,0,NA,30.25,30.25,NA,NA,30.25,30.25,38.5373195746668,27.25,12.4607489119169,-30,2.01666666666667,NA,NA,67.5,0,60.5
MYQ.AX,multipleSymbols,MYQ.AX,2,1,64,64,64,64,0,64,0,NA,NA,100,0,NA,64,64,NA,NA,64,64,NA,NA,NA,-30,2.13333333333333,NA,NA,78,0,64
NAM.AX,multipleSymbols,NAM.AX,4,2,-4.5,-2.25,-2.25,0,-2.5,0,-4.5,0.353553390593278,0.250000000000003,0,100,0,NA,NA,-2.25,-2.25,-2.25,-2.25,0.353553390593278,0.250000000000003,-101.024749442895,-5.5,-0.818181818181818,NA,NA,0,-5.5,-4.5
NAN.AX,multipleSymbols,NAN.AX,2,1,-14,-14,-14,0,-14,0,-14,NA,NA,0,100,0,NA,NA,-14,-14,-14,-14,NA,NA,NA,-41,-0.341463414634146,NA,NA,27,-14,-14
NCZ.AX,multipleSymbols,NCZ.AX,2,1,-6,-6.00000000000001,-6.00000000000001,0,-6.00000000000001,0,-6.00000000000001,NA,NA,0,100,0,NA,NA,-6.00000000000001,-6.00000000000001,-6.00000000000001,-6.00000000000001,NA,NA,NA,-40.5,-0.148148148148148,NA,NA,9.5,-31,-6
NEA.AX,multipleSymbols,NEA.AX,5,2,35,17.5,17.5,88,-53,88,-53,99.7020561473032,70.5,50,50,1.66037735849057,88,88,-53,-53,17.5,17.5,99.7020561473032,70.5,2.78634060717209,-64,0.546875,1.66037735849057,1.66037735849057,98.0000000000001,-16,35
NEC.AX,multipleSymbols,NEC.AX,2,1,25,25,25,25,0,25,0,NA,NA,100,0,NA,25,25,NA,NA,25,25,NA,NA,NA,-19,1.31578947368421,NA,NA,26,-5,25
NEU.AX,multipleSymbols,NEU.AX,10,5,-34.9999999999999,-6.99999999999999,-8.99999999999999,48,-55,74,-109,44.3452364972835,19.8317926572461,40,60,0.678899082568808,37,37,-36.3333333333333,-45,-6.99999999999999,-8.99999999999999,44.3452364972835,19.8317926572461,-2.50582844611777,-77.9999999999999,-0.448717948717948,1.01834862385321,0.822222222222222,27,-71,-34.9999999999999
NGE.AX,multipleSymbols,NGE.AX,6,3,4.5,1.50000000000001,-0.499999999999989,6.00000000000001,-1,6.00000000000001,-1.49999999999999,3.90512483795333,2.25462487641145,33.3333333333333,66.6666666666667,4.00000000000003,6.00000000000001,6.00000000000001,-0.749999999999995,-0.749999999999995,1.50000000000001,-0.499999999999989,3.90512483795333,2.25462487641145,6.09756737304744,-7.5,0.6,8.00000000000006,8.00000000000006,8,-6.5,4.5
NGI.AX,multipleSymbols,NGI.AX,2,1,145,145,145,145,0,145,0,NA,NA,100,0,NA,145,145,NA,NA,145,145,NA,NA,NA,-38,3.81578947368421,NA,NA,163,-6.99999999999994,145
NHC.AX,multipleSymbols,NHC.AX,18,9,126,14,4,89.0000000000001,-40,210,-84,44.2549432267176,14.7516477422392,55.5555555555556,44.4444444444444,2.5,42,38,-21,-21.5,14,4,44.2549432267176,14.7516477422392,5.02188216558942,-64.9999999999999,1.93846153846154,2,1.76744186046511,126,-47,126
